channel_index	a	a_bar	Cr
5.810000000000000000e+02	5.774628516519442201e-05	6.803137366659939289e-04	1.400000043459671638e-17
5.820000000000000000e+02	5.782857988378964365e-05	6.808874313719570637e-04	1.400000043459671638e-17
5.830000000000000000e+02	5.791186413262039423e-05	6.814607186242938042e-04	1.400000043459671638e-17
5.840000000000000000e+02	5.799503560410812497e-05	6.820337730459868908e-04	1.400000043459671638e-17
5.850000000000000000e+02	5.807719571748748422e-05	6.826064200140535831e-04	1.400000043459671638e-17
5.860000000000000000e+02	5.815821350552141666e-05	6.831788341514766216e-04	1.400000043459671638e-17
5.870000000000000000e+02	5.823730680276639760e-05	6.837542168796062469e-04	1.400000043459671638e-17
5.880000000000000000e+02	5.831416274304501712e-05	6.843295996077358723e-04	1.400000043459671638e-17
5.890000000000000000e+02	5.838767538079991937e-05	6.849049241282045841e-04	1.400000043459671638e-17
5.900000000000000000e+02	5.845825580763630569e-05	6.854798411950469017e-04	1.400000043459671638e-17
5.910000000000000000e+02	5.852748290635645390e-05	6.860549328848719597e-04	1.400000043459671638e-17
5.920000000000000000e+02	5.859445445821620524e-05	6.866305484436452389e-04	1.400000043459671638e-17
5.930000000000000000e+02	5.865928687853738666e-05	6.872089579701423645e-04	1.400000043459671638e-17
5.940000000000000000e+02	5.872298788744956255e-05	6.877871346659958363e-04	1.400000043459671638e-17
5.950000000000000000e+02	5.878555748495273292e-05	6.883651367388665676e-04	1.400000043459671638e-17
5.960000000000000000e+02	5.884678466827608645e-05	6.889428477734327316e-04	1.400000043459671638e-17
5.970000000000000000e+02	5.890780812478624284e-05	6.895202095620334148e-04	1.400000043459671638e-17
5.980000000000000000e+02	5.896833681617863476e-05	6.901001906953752041e-04	1.400000043459671638e-17
5.990000000000000000e+02	5.902847260585986078e-05	6.906813359819352627e-04	1.400000043459671638e-17
6.000000000000000000e+02	5.908875027671456337e-05	6.912624812684953213e-04	1.400000043459671638e-17
6.010000000000000000e+02	5.914865687373094261e-05	6.918429862707853317e-04	1.400000043459671638e-17
6.020000000000000000e+02	5.920835246797651052e-05	6.924232584424316883e-04	1.400000043459671638e-17
6.030000000000000000e+02	5.926754965912550688e-05	6.930035888217389584e-04	1.400000043459671638e-17
6.040000000000000000e+02	5.932630301686003804e-05	6.935879355296492577e-04	1.400000043459671638e-17
6.050000000000000000e+02	5.938438698649406433e-05	6.941718165762722492e-04	1.400000043459671638e-17
6.060000000000000000e+02	5.944208896835334599e-05	6.947554647922515869e-04	1.400000043459671638e-17
6.070000000000000000e+02	5.949905607849359512e-05	6.953389383852481842e-04	1.400000043459671638e-17
6.080000000000000000e+02	5.955502274446189404e-05	6.959218881092965603e-04	1.400000043459671638e-17
6.090000000000000000e+02	5.961021088296547532e-05	6.965066422708332539e-04	1.400000043459671638e-17
6.100000000000000000e+02	5.966485332464799285e-05	6.970928516238927841e-04	1.400000043459671638e-17
6.110000000000000000e+02	5.971862628939561546e-05	6.976792355999350548e-04	1.400000043459671638e-17
6.120000000000000000e+02	5.977141699986532331e-05	6.982649210840463638e-04	1.400000043459671638e-17
6.130000000000000000e+02	5.982362563372589648e-05	6.988506065681576729e-04	1.400000043459671638e-17
6.140000000000000000e+02	5.987519762129522860e-05	6.994363502599298954e-04	1.400000043459671638e-17
6.150000000000000000e+02	5.992640944896265864e-05	7.000241312198340893e-04	1.400000043459671638e-17
6.160000000000000000e+02	5.997673724777996540e-05	7.006125524640083313e-04	1.400000043459671638e-17
6.170000000000000000e+02	6.002618465572595596e-05	7.012009155005216599e-04	1.400000043459671638e-17
6.180000000000000000e+02	6.007452611811459064e-05	7.017891039140522480e-04	1.400000043459671638e-17
6.190000000000000000e+02	6.012179801473394036e-05	7.023766520433127880e-04	1.400000043459671638e-17
6.200000000000000000e+02	6.016802944941446185e-05	7.029646076261997223e-04	1.400000043459671638e-17
6.210000000000000000e+02	6.021381341270171106e-05	7.035557646304368973e-04	1.400000043459671638e-17
6.220000000000000000e+02	6.025840775691904128e-05	7.041461649350821972e-04	1.400000043459671638e-17
6.230000000000000000e+02	6.030152508174069226e-05	7.047363906167447567e-04	1.400000043459671638e-17
6.240000000000000000e+02	6.034366379026323557e-05	7.053260924294590950e-04	1.400000043459671638e-17
6.250000000000000000e+02	6.038476931280456483e-05	7.059160852804780006e-04	1.400000043459671638e-17
6.260000000000000000e+02	6.042489621904678643e-05	7.065077079460024834e-04	1.400000043459671638e-17
6.270000000000000000e+02	6.046417547622695565e-05	7.071009604260325432e-04	1.400000043459671638e-17
6.280000000000000000e+02	6.050225783837959170e-05	7.076943293213844299e-04	1.400000043459671638e-17
6.290000000000000000e+02	6.053913966752588749e-05	7.082871743477880955e-04	1.400000043459671638e-17
6.300000000000000000e+02	6.057522114133462310e-05	7.088797865435481071e-04	1.400000043459671638e-17
6.310000000000000000e+02	6.060997839085757732e-05	7.094722241163253784e-04	1.400000043459671638e-17
6.320000000000000000e+02	6.064413901185616851e-05	7.100680959410965443e-04	1.400000043459671638e-17
6.330000000000000000e+02	6.067701178835704923e-05	7.106644334271550179e-04	1.400000043459671638e-17
6.340000000000000000e+02	6.070855306461453438e-05	7.112603052519261837e-04	1.400000043459671638e-17
6.350000000000000000e+02	6.073915210436098278e-05	7.118561188690364361e-04	1.400000043459671638e-17
6.360000000000000000e+02	6.076872523408383131e-05	7.124512339942157269e-04	1.400000043459671638e-17
6.370000000000000000e+02	6.079742888687178493e-05	7.130472222343087196e-04	1.400000043459671638e-17
6.380000000000000000e+02	6.082502295612357557e-05	7.136462954804301262e-04	1.400000043459671638e-17
6.390000000000000000e+02	6.085169297875836492e-05	7.142458925954997540e-04	1.400000043459671638e-17
6.400000000000000000e+02	6.087766450946219265e-05	7.148442673496901989e-04	1.400000043459671638e-17
6.410000000000000000e+02	6.090257011237554252e-05	7.154428749345242977e-04	1.400000043459671638e-17
6.420000000000000000e+02	6.092647163313813508e-05	7.160411332733929157e-04	1.400000043459671638e-17
6.430000000000000000e+02	6.094951095292344689e-05	7.166413706727325916e-04	1.400000043459671638e-17
6.440000000000000000e+02	6.097238292568363249e-05	7.172427722252905369e-04	1.400000043459671638e-17
6.450000000000000000e+02	6.099417078075930476e-05	7.178439409472048283e-04	1.400000043459671638e-17
6.460000000000000000e+02	6.101483813836239278e-05	7.184453424997627735e-04	1.400000043459671638e-17
6.470000000000000000e+02	6.103487976361066103e-05	7.190462783910334110e-04	1.400000043459671638e-17
6.480000000000000000e+02	6.105424108682200313e-05	7.196467486210167408e-04	1.400000043459671638e-17
6.490000000000000000e+02	6.107348599471151829e-05	7.202498381957411766e-04	1.400000043459671638e-17
6.500000000000000000e+02	6.109225068939849734e-05	7.208534516394138336e-04	1.400000043459671638e-17
6.510000000000000000e+02	6.111091352067887783e-05	7.214571814984083176e-04	1.400000043459671638e-17
6.520000000000000000e+02	6.112916162237524986e-05	7.220602128654718399e-04	1.400000043459671638e-17
6.530000000000000000e+02	6.114671123214066029e-05	7.226634188555181026e-04	1.400000043459671638e-17
6.540000000000000000e+02	6.116367876529693604e-05	7.232660427689552307e-04	1.400000043459671638e-17
6.550000000000000000e+02	6.118023884482681751e-05	7.238720427267253399e-04	1.400000043459671638e-17
6.560000000000000000e+02	6.119625322753563523e-05	7.244780426844954491e-04	1.400000043459671638e-17
6.570000000000000000e+02	6.121080514276400208e-05	7.250835769809782505e-04	1.400000043459671638e-17
6.580000000000000000e+02	6.122410559328272939e-05	7.256891694851219654e-04	1.400000043459671638e-17
6.590000000000000000e+02	6.123586354078724980e-05	7.262939470820128918e-04	1.400000043459671638e-17
6.600000000000000000e+02	6.124641367932781577e-05	7.269002380780875683e-04	1.400000043459671638e-17
6.610000000000000000e+02	6.125578511273488402e-05	7.275088573805987835e-04	1.400000043459671638e-17
6.620000000000000000e+02	6.126367225078865886e-05	7.281174766831099987e-04	1.400000043459671638e-17
6.630000000000000000e+02	6.127068627392873168e-05	7.287258631549775600e-04	1.400000043459671638e-17
6.640000000000000000e+02	6.127684173407033086e-05	7.293338421732187271e-04	1.400000043459671638e-17
6.650000000000000000e+02	6.128257518867030740e-05	7.299417629837989807e-04	1.400000043459671638e-17
6.660000000000000000e+02	6.128795212134718895e-05	7.305515464395284653e-04	1.400000043459671638e-17
6.670000000000000000e+02	6.129366374807432294e-05	7.311633089557290077e-04	1.400000043459671638e-17
6.680000000000000000e+02	6.129906978458166122e-05	7.317744893953204155e-04	1.400000043459671638e-17
6.690000000000000000e+02	6.130467227194458246e-05	7.323859608732163906e-04	1.400000043459671638e-17
6.700000000000000000e+02	6.131012924015522003e-05	7.329969666898250580e-04	1.400000043459671638e-17
6.710000000000000000e+02	6.131549889687448740e-05	7.336075068451464176e-04	1.400000043459671638e-17
6.720000000000000000e+02	6.132134876679629087e-05	7.342210737988352776e-04	1.400000043459671638e-17
6.730000000000000000e+02	6.132676207926124334e-05	7.348360959440469742e-04	1.400000043459671638e-17
6.740000000000000000e+02	6.133165879873558879e-05	7.354500703513622284e-04	1.400000043459671638e-17
6.750000000000000000e+02	6.133615534054115415e-05	7.360641029663383961e-04	1.400000043459671638e-17
6.760000000000000000e+02	6.134019349701702595e-05	7.366778445430099964e-04	1.400000043459671638e-17
6.770000000000000000e+02	6.134410796221345663e-05	7.372913532890379429e-04	1.400000043459671638e-17
6.780000000000000000e+02	6.134893919806927443e-05	7.379087037406861782e-04	1.400000043459671638e-17
6.790000000000000000e+02	6.135459261713549495e-05	7.385255885310471058e-04	1.400000043459671638e-17
6.800000000000000000e+02	6.136219599284231663e-05	7.391423569060862064e-04	1.400000043459671638e-17
6.810000000000000000e+02	6.137287709861993790e-05	7.397590670734643936e-04	1.400000043459671638e-17
6.820000000000000000e+02	6.138796743471175432e-05	7.403755444101989269e-04	1.400000043459671638e-17
6.830000000000000000e+02	6.140866753412410617e-05	7.409921381622552872e-04	1.400000043459671638e-17
6.840000000000000000e+02	6.143592327134683728e-05	7.416115840896964073e-04	1.400000043459671638e-17
6.850000000000000000e+02	6.147001113276928663e-05	7.422309136018157005e-04	1.400000043459671638e-17
6.860000000000000000e+02	6.151151319500058889e-05	7.428498938679695129e-04	1.400000043459671638e-17
6.870000000000000000e+02	6.156123708933591843e-05	7.434686413034796715e-04	1.400000043459671638e-17
6.880000000000000000e+02	6.161853525554761291e-05	7.440871559083461761e-04	1.400000043459671638e-17
6.890000000000000000e+02	6.168372055981308222e-05	7.447064272128045559e-04	1.400000043459671638e-17
6.900000000000000000e+02	6.175714224809780717e-05	7.453282596543431282e-04	1.400000043459671638e-17
6.910000000000000000e+02	6.183786899782717228e-05	7.459496264345943928e-04	1.400000043459671638e-17
6.920000000000000000e+02	6.192527507664635777e-05	7.465707021765410900e-04	1.400000043459671638e-17
6.930000000000000000e+02	6.201954238349571824e-05	7.471917779184877872e-04	1.400000043459671638e-17
6.940000000000000000e+02	6.212012522155418992e-05	7.478123297914862633e-04	1.400000043459671638e-17
6.950000000000000000e+02	6.222685624379664660e-05	7.484349771402776241e-04	1.400000043459671638e-17
6.960000000000000000e+02	6.233925523702055216e-05	7.490594871342182159e-04	1.400000043459671638e-17
6.970000000000000000e+02	6.245543772820383310e-05	7.496834732592105865e-04	1.400000043459671638e-17
6.980000000000000000e+02	6.257600034587085247e-05	7.503072265535593033e-04	1.400000043459671638e-17
6.990000000000000000e+02	6.270066660363227129e-05	7.509312126785516739e-04	1.400000043459671638e-17
7.000000000000000000e+02	6.282921822275966406e-05	7.515544421039521694e-04	1.400000043459671638e-17
7.010000000000000000e+02	6.296189530985429883e-05	7.521805237047374249e-04	1.400000043459671638e-17
7.020000000000000000e+02	6.309825403150171041e-05	7.528081187047064304e-04	1.400000043459671638e-17
7.030000000000000000e+02	6.323815614450722933e-05	7.534352480433881283e-04	1.400000043459671638e-17
7.040000000000000000e+02	6.338069215416908264e-05	7.540620863437652588e-04	1.400000043459671638e-17
7.050000000000000000e+02	6.352638592943549156e-05	7.546886918134987354e-04	1.400000043459671638e-17
7.060000000000000000e+02	6.367479363689199090e-05	7.553147734142839909e-04	1.400000043459671638e-17
7.070000000000000000e+02	6.382576975738629699e-05	7.559445803053677082e-04	1.400000043459671638e-17
7.080000000000000000e+02	6.399778794730082154e-05	7.565750274807214737e-04	1.400000043459671638e-17
7.090000000000000000e+02	6.417086842702701688e-05	7.572052418254315853e-04	1.400000043459671638e-17
7.100000000000000000e+02	6.434437818825244904e-05	7.578351651318371296e-04	1.400000043459671638e-17
7.110000000000000000e+02	6.451910303439944983e-05	7.584649138152599335e-04	1.400000043459671638e-17
7.120000000000000000e+02	6.469494110206142068e-05	7.590940804220736027e-04	1.400000043459671638e-17
7.130000000000000000e+02	6.487141217803582549e-05	7.597267976962029934e-04	1.400000043459671638e-17
7.140000000000000000e+02	6.504839984700083733e-05	7.603600388392806053e-04	1.400000043459671638e-17
7.150000000000000000e+02	6.522627518279477954e-05	7.609927561134099960e-04	1.400000043459671638e-17
7.160000000000000000e+02	6.540467438753694296e-05	7.616252987645566463e-04	1.400000043459671638e-17
7.170000000000000000e+02	6.558321911143139005e-05	7.622574921697378159e-04	1.400000043459671638e-17
7.180000000000000000e+02	6.576188752660527825e-05	7.628896273672580719e-04	1.400000043459671638e-17
7.190000000000000000e+02	6.594056321773678064e-05	7.635246729478240013e-04	1.400000043459671638e-17
7.200000000000000000e+02	6.611905700992792845e-05	7.641602423973381519e-04	1.400000043459671638e-17
7.210000000000000000e+02	6.629743438679724932e-05	7.647953461855649948e-04	1.400000043459671638e-17
7.220000000000000000e+02	6.647552072536200285e-05	7.654298096895217896e-04	1.400000043459671638e-17
7.230000000000000000e+02	6.665304681519046426e-05	7.660640985704958439e-04	1.400000043459671638e-17
7.240000000000000000e+02	6.683037645416334271e-05	7.666986784897744656e-04	1.400000043459671638e-17
7.250000000000000000e+02	6.698910146951675415e-05	7.673369254916906357e-04	1.400000043459671638e-17
7.260000000000000000e+02	6.714835762977600098e-05	7.679742411710321903e-04	1.400000043459671638e-17
7.270000000000000000e+02	6.730810855515301228e-05	7.686112076044082642e-04	1.400000043459671638e-17
7.280000000000000000e+02	6.746844883309677243e-05	7.692481158301234245e-04	1.400000043459671638e-17
7.290000000000000000e+02	6.762940029148012400e-05	7.698850240558385849e-04	1.400000043459671638e-17
7.300000000000000000e+02	6.779074465157464147e-05	7.705221651121973991e-04	1.400000043459671638e-17
7.310000000000000000e+02	6.795293302275240421e-05	7.711630896665155888e-04	1.400000043459671638e-17
7.320000000000000000e+02	6.811556522734463215e-05	7.718031993135809898e-04	1.400000043459671638e-17
7.330000000000000000e+02	6.827853940194472671e-05	7.724430179223418236e-04	1.400000043459671638e-17
7.340000000000000000e+02	6.844197196187451482e-05	7.730828947387635708e-04	1.400000043459671638e-17
7.350000000000000000e+02	6.860530265839770436e-05	7.737225387245416641e-04	1.400000043459671638e-17
7.360000000000000000e+02	6.876888073747977614e-05	7.743628229945898056e-04	1.400000043459671638e-17
7.370000000000000000e+02	6.893278623465448618e-05	7.750063668936491013e-04	1.400000043459671638e-17
7.380000000000000000e+02	6.909669900778681040e-05	7.756499107927083969e-04	1.400000043459671638e-17
7.390000000000000000e+02	6.926015339558944106e-05	7.762926397845149040e-04	1.400000043459671638e-17
7.400000000000000000e+02	6.942347681615501642e-05	7.769356598146259785e-04	1.400000043459671638e-17
7.410000000000000000e+02	6.958627636777237058e-05	7.775780977681279182e-04	1.400000043459671638e-17
7.420000000000000000e+02	6.974890857236459851e-05	7.782218744978308678e-04	1.400000043459671638e-17
7.430000000000000000e+02	6.991109694354236126e-05	7.788686198182404041e-04	1.400000043459671638e-17
7.440000000000000000e+02	7.007271779002621770e-05	7.795151323080062866e-04	1.400000043459671638e-17
7.450000000000000000e+02	7.023404759820550680e-05	7.801611209288239479e-04	1.400000043459671638e-17
7.460000000000000000e+02	7.039537740638479590e-05	7.808074005879461765e-04	1.400000043459671638e-17
7.470000000000000000e+02	7.055700552882626653e-05	7.814528653398156166e-04	1.400000043459671638e-17
7.480000000000000000e+02	7.071925210766494274e-05	7.820998434908688068e-04	1.400000043459671638e-17
7.490000000000000000e+02	7.088297570589929819e-05	7.827492081560194492e-04	1.400000043459671638e-17
7.500000000000000000e+02	7.104768883436918259e-05	7.833982817828655243e-04	1.400000043459671638e-17
7.510000000000000000e+02	7.121408270904794335e-05	7.840476464480161667e-04	1.400000043459671638e-17
7.520000000000000000e+02	7.138223736546933651e-05	7.846961962059140205e-04	1.400000043459671638e-17
7.530000000000000000e+02	7.155284401960670948e-05	7.853442220948636532e-04	1.400000043459671638e-17
7.540000000000000000e+02	7.172585901571437716e-05	7.859939942136406898e-04	1.400000043459671638e-17
7.550000000000000000e+02	7.190116593847051263e-05	7.866459782235324383e-04	1.400000043459671638e-17
7.560000000000000000e+02	7.207870658021420240e-05	7.872974383644759655e-04	1.400000043459671638e-17
7.570000000000000000e+02	7.225831359392032027e-05	7.879483164288103580e-04	1.400000043459671638e-17
7.580000000000000000e+02	7.244000153150409460e-05	7.885992527008056641e-04	1.400000043459671638e-17
7.590000000000000000e+02	7.262305734911933541e-05	7.892501307651400566e-04	1.400000043459671638e-17
7.600000000000000000e+02	7.280793943209573627e-05	7.899018237367272377e-04	1.400000043459671638e-17
7.610000000000000000e+02	7.299525168491527438e-05	7.905559032224118710e-04	1.400000043459671638e-17
7.620000000000000000e+02	7.318435382330790162e-05	7.912098080851137638e-04	1.400000043459671638e-17
7.630000000000000000e+02	7.337449642363935709e-05	7.918633637018501759e-04	1.400000043459671638e-17
7.640000000000000000e+02	7.356610149145126343e-05	7.925165118649601936e-04	1.400000043459671638e-17
7.650000000000000000e+02	7.375943096121773124e-05	7.931695436127483845e-04	1.400000043459671638e-17
7.660000000000000000e+02	7.395401189569383860e-05	7.938236813060939312e-04	1.400000043459671638e-17
7.670000000000000000e+02	7.415024447254836559e-05	7.944807293824851513e-04	1.400000043459671638e-17
7.680000000000000000e+02	7.434787403326481581e-05	7.951375446282327175e-04	1.400000043459671638e-17
7.690000000000000000e+02	7.454634032910689712e-05	7.957938942126929760e-04	1.400000043459671638e-17
7.700000000000000000e+02	7.474573067156597972e-05	7.964498945511877537e-04	1.400000043459671638e-17
7.710000000000000000e+02	7.494579040212556720e-05	7.971056038513779640e-04	1.400000043459671638e-17
7.720000000000000000e+02	7.514656317653134465e-05	7.977629429660737514e-04	1.400000043459671638e-17
7.730000000000000000e+02	7.534831820521503687e-05	7.984233088791370392e-04	1.400000043459671638e-17
7.740000000000000000e+02	7.555078627774491906e-05	7.990828598849475384e-04	1.400000043459671638e-17
7.750000000000000000e+02	7.575430208817124367e-05	7.997427019290626049e-04	1.400000043459671638e-17
7.760000000000000000e+02	7.595828355988487601e-05	8.004016708582639694e-04	1.400000043459671638e-17
7.770000000000000000e+02	7.616320363013073802e-05	8.010606979951262474e-04	1.400000043459671638e-17
7.780000000000000000e+02	7.636881491634994745e-05	8.017211221158504486e-04	1.400000043459671638e-17
7.790000000000000000e+02	7.657526293769478798e-05	8.023845148272812366e-04	1.400000043459671638e-17
7.800000000000000000e+02	7.678282418055459857e-05	8.030478493310511112e-04	1.400000043459671638e-17
7.810000000000000000e+02	7.699101115576922894e-05	8.037101943045854568e-04	1.400000043459671638e-17
7.820000000000000000e+02	7.720001303823664784e-05	8.043727721087634563e-04	1.400000043459671638e-17
7.830000000000000000e+02	7.740954606560990214e-05	8.050350588746368885e-04	1.400000043459671638e-17
7.840000000000000000e+02	7.761977758491411805e-05	8.056978113017976284e-04	1.400000043459671638e-17
7.850000000000000000e+02	7.783094042679294944e-05	8.063644636422395706e-04	1.400000043459671638e-17
7.860000000000000000e+02	7.804233609931543469e-05	8.070302428677678108e-04	1.400000043459671638e-17
7.870000000000000000e+02	7.825407374184578657e-05	8.076960220932960510e-04	1.400000043459671638e-17
7.880000000000000000e+02	7.846621883800253272e-05	8.083612774498760700e-04	1.400000043459671638e-17
7.890000000000000000e+02	7.867888052714988589e-05	8.090265328064560890e-04	1.400000043459671638e-17
7.900000000000000000e+02	7.889216794865205884e-05	8.096920792013406754e-04	1.400000043459671638e-17
7.910000000000000000e+02	7.910605199867859483e-05	8.103605359792709351e-04	1.400000043459671638e-17
7.920000000000000000e+02	7.932023436296731234e-05	8.110289927572011948e-04	1.400000043459671638e-17
7.930000000000000000e+02	7.953460590215399861e-05	8.116969256661832333e-04	1.400000043459671638e-17
7.940000000000000000e+02	7.974918844411149621e-05	8.123648585751652718e-04	1.400000043459671638e-17
7.950000000000000000e+02	7.996388012543320656e-05	8.130321511998772621e-04	1.400000043459671638e-17
7.960000000000000000e+02	8.017864456633105874e-05	8.136995020322501659e-04	1.400000043459671638e-17
7.970000000000000000e+02	8.039392560021951795e-05	8.143704617395997047e-04	1.400000043459671638e-17
7.980000000000000000e+02	8.060922118602320552e-05	8.150413632392883301e-04	1.400000043459671638e-17
7.990000000000000000e+02	8.082418207777664065e-05	8.157117990776896477e-04	1.400000043459671638e-17
8.000000000000000000e+02	8.103883737931028008e-05	8.163821185007691383e-04	1.400000043459671638e-17
8.010000000000000000e+02	8.125336898956447840e-05	8.170520304702222347e-04	1.400000043459671638e-17
8.020000000000000000e+02	8.146736217895522714e-05	8.177215349860489368e-04	1.400000043459671638e-17
8.030000000000000000e+02	8.168136264430359006e-05	8.183955214917659760e-04	1.400000043459671638e-17
8.040000000000000000e+02	8.189513755496591330e-05	8.190688677132129669e-04	1.400000043459671638e-17
8.050000000000000000e+02	8.210814849007874727e-05	8.197422139346599579e-04	1.400000043459671638e-17
8.060000000000000000e+02	8.232036634581163526e-05	8.204153855331242085e-04	1.400000043459671638e-17
8.070000000000000000e+02	8.253149280790239573e-05	8.210882078856229782e-04	1.400000043459671638e-17
8.080000000000000000e+02	8.274160791188478470e-05	8.217607391998171806e-04	1.400000043459671638e-17
8.090000000000000000e+02	8.295137376990169287e-05	8.224370540119707584e-04	1.400000043459671638e-17
8.100000000000000000e+02	8.316005551023408771e-05	8.231140673160552979e-04	1.400000043459671638e-17
8.110000000000000000e+02	8.336732571478933096e-05	8.237907895818352699e-04	1.400000043459671638e-17
8.120000000000000000e+02	8.357289334526285529e-05	8.244672208093106747e-04	1.400000043459671638e-17
8.130000000000000000e+02	8.377702761208638549e-05	8.251434192061424255e-04	1.400000043459671638e-17
8.140000000000000000e+02	8.397980855079367757e-05	8.258193265646696091e-04	1.400000043459671638e-17
8.150000000000000000e+02	8.418146899202838540e-05	8.264983189292252064e-04	1.400000043459671638e-17
8.160000000000000000e+02	8.438165968982502818e-05	8.271787082776427269e-04	1.400000043459671638e-17
8.170000000000000000e+02	8.458099910058081150e-05	8.278588065877556801e-04	1.400000043459671638e-17
8.180000000000000000e+02	8.477971277898177505e-05	8.285383228212594986e-04	1.400000043459671638e-17
8.190000000000000000e+02	8.497817907482385635e-05	8.292176062241196632e-04	1.400000043459671638e-17
8.200000000000000000e+02	8.517738751834258437e-05	8.298971224576234818e-04	1.400000043459671638e-17
8.210000000000000000e+02	8.537787653040140867e-05	8.305785013362765312e-04	1.400000043459671638e-17
8.220000000000000000e+02	8.557960245525464416e-05	8.312617428600788116e-04	1.400000043459671638e-17
8.230000000000000000e+02	8.578289271099492908e-05	8.319448679685592651e-04	1.400000043459671638e-17
8.240000000000000000e+02	8.598758722655475140e-05	8.326277602463960648e-04	1.400000043459671638e-17
8.250000000000000000e+02	8.619362779427319765e-05	8.333103614859282970e-04	1.400000043459671638e-17
8.260000000000000000e+02	8.640037412988021970e-05	8.339923224411904812e-04	1.400000043459671638e-17
8.270000000000000000e+02	8.660656749270856380e-05	8.346758550032973289e-04	1.400000043459671638e-17
8.280000000000000000e+02	8.681124018039554358e-05	8.353613666258752346e-04	1.400000043459671638e-17
8.290000000000000000e+02	8.701305341674014926e-05	8.360469946637749672e-04	1.400000043459671638e-17
8.300000000000000000e+02	8.721020276425406337e-05	8.367323316633701324e-04	1.400000043459671638e-17
8.310000000000000000e+02	8.740148768993094563e-05	8.374170865863561630e-04	1.400000043459671638e-17
8.320000000000000000e+02	8.758606418268755078e-05	8.381021325476467609e-04	1.400000043459671638e-17
8.330000000000000000e+02	8.776337926974520087e-05	8.387868874706327915e-04	1.400000043459671638e-17
8.340000000000000000e+02	8.793341112323105335e-05	8.394750184379518032e-04	1.400000043459671638e-17
8.350000000000000000e+02	8.809555583866313100e-05	8.401631494052708149e-04	1.400000043459671638e-17
8.360000000000000000e+02	8.824935503071174026e-05	8.408506400883197784e-04	1.400000043459671638e-17
8.370000000000000000e+02	8.839552174322307110e-05	8.415384800173342228e-04	1.400000043459671638e-17
8.380000000000000000e+02	8.853404870023950934e-05	8.422254468314349651e-04	1.400000043459671638e-17
8.390000000000000000e+02	8.866527059581130743e-05	8.429120643995702267e-04	1.400000043459671638e-17
8.400000000000000000e+02	8.879008237272500992e-05	8.436032803729176521e-04	1.400000043459671638e-17
8.410000000000000000e+02	8.890805474948137999e-05	8.442945545539259911e-04	1.400000043459671638e-17
8.420000000000000000e+02	8.901924593374133110e-05	8.449854794889688492e-04	1.400000043459671638e-17
8.430000000000000000e+02	8.912377234082669020e-05	8.456757641397416592e-04	1.400000043459671638e-17
8.440000000000000000e+02	8.922215783968567848e-05	8.463658741675317287e-04	1.400000043459671638e-17
8.450000000000000000e+02	8.931440970627591014e-05	8.470559259876608849e-04	1.400000043459671638e-17
8.460000000000000000e+02	8.940112456912174821e-05	8.477494120597839355e-04	1.400000043459671638e-17
8.470000000000000000e+02	8.948220784077420831e-05	8.484440040774643421e-04	1.400000043459671638e-17
8.480000000000000000e+02	8.955763769336044788e-05	8.491377229802310467e-04	1.400000043459671638e-17
8.490000000000000000e+02	8.962749416241422296e-05	8.498320821672677994e-04	1.400000043459671638e-17
8.500000000000000000e+02	8.969171904027462006e-05	8.505255100317299366e-04	1.400000043459671638e-17
8.510000000000000000e+02	8.975110540632158518e-05	8.512189961038529873e-04	1.400000043459671638e-17
8.520000000000000000e+02	8.980619895737618208e-05	8.519143448211252689e-04	1.400000043459671638e-17
8.530000000000000000e+02	8.985724707599729300e-05	8.526120800524950027e-04	1.400000043459671638e-17
8.540000000000000000e+02	8.990442438516765833e-05	8.533098734915256500e-04	1.400000043459671638e-17
8.550000000000000000e+02	8.994775998871773481e-05	8.540073758922517300e-04	1.400000043459671638e-17
8.560000000000000000e+02	8.998772682389244437e-05	8.547042380087077618e-04	1.400000043459671638e-17
8.570000000000000000e+02	9.002492151921615005e-05	8.554011001251637936e-04	1.400000043459671638e-17
8.580000000000000000e+02	9.005943138618022203e-05	8.560990681871771812e-04	1.400000043459671638e-17
8.590000000000000000e+02	9.009130735648795962e-05	8.568000630475580692e-04	1.400000043459671638e-17
8.600000000000000000e+02	9.012105874717235565e-05	8.575009997002780437e-04	1.400000043459671638e-17
8.610000000000000000e+02	9.014862735057249665e-05	8.582013542763888836e-04	1.400000043459671638e-17
8.620000000000000000e+02	9.017397678690031171e-05	8.589014178141951561e-04	1.400000043459671638e-17
8.630000000000000000e+02	9.019773278851062059e-05	8.596014813520014286e-04	1.400000043459671638e-17
8.640000000000000000e+02	9.021980804391205311e-05	8.603012538515031338e-04	1.400000043459671638e-17
8.650000000000000000e+02	9.024064638651907444e-05	8.610047516413033009e-04	1.400000043459671638e-17
8.660000000000000000e+02	9.026006591739133000e-05	8.617079001851379871e-04	1.400000043459671638e-17
8.670000000000000000e+02	9.027832857100293040e-05	8.624112815596163273e-04	1.400000043459671638e-17
8.680000000000000000e+02	9.029515786096453667e-05	8.631140808574855328e-04	1.400000043459671638e-17
8.690000000000000000e+02	9.031054651131853461e-05	8.638162980787456036e-04	1.400000043459671638e-17
8.700000000000000000e+02	9.032504749484360218e-05	8.645181660540401936e-04	1.400000043459671638e-17
8.710000000000000000e+02	9.033923561219125986e-05	8.652233518660068512e-04	1.400000043459671638e-17
